housing_development,nearest_bid,housing_node,path_length,path_nodes
303 VERNON AVENUE,MetroTech,"(-73.93951197570972, 40.695735289898465)",0.046445608914796495,"[(-73.93951197570972, 40.695735289898465), (-73.93970150313743, 40.69571360091019), (-73.94016473881015, 40.695660588575024), (-73.94055657058136, 40.69561563914145), (-73.94070625153131, 40.696353053879236), (-73.94152445883948, 40.69626019863135), (-73.94198436790259, 40.69620748486469), (-73.94208643416908, 40.69619578590064), (-73.94217061244066, 40.69618613693809), (-73.94226167920422, 40.69617569879805), (-73.94233680393572, 40.69616708769439), (-73.94242149129443, 40.69615738016885), (-73.94279300209647, 40.69611479586434), (-73.94321604415771, 40.69606631370471), (-73.94335303828169, 40.69605059879648), (-73.9435252747152, 40.69603085473558), (-73.94484416170863, 40.695879108116635), (-73.94505524135646, 40.69585496401842), (-73.94521837314481, 40.69583605071359), (-73.94605678440881, 40.69573958006759), (-73.94617846301139, 40.69572557880832), (-73.94636619011585, 40.69570397667753), (-73.94920679216114, 40.69537763178808), (-73.9510828451575, 40.695163942427094), (-73.95248890935291, 40.69500377153324), (-73.95341398033587, 40.69489313484312), (-73.95430689642816, 40.69479056399906), (-73.9551970419682, 40.69468800324146), (-73.95614239334238, 40.694579018572654), (-73.95708701942506, 40.69447043915789), (-73.9579973297947, 40.69436583868417), (-73.9593104799366, 40.69421508732958), (-73.96015854724364, 40.69411730915632), (-73.96109264168149, 40.6940105036842), (-73.96221329440365, 40.69387435499865), (-73.96232751465067, 40.693860066339624), (-73.96313541102141, 40.69377689865148), (-73.9640613337314, 40.69366724815152), (-73.96499275990037, 40.69355662792311), (-73.96561479290828, 40.69348594433075), (-73.9659302724779, 40.69345542252567), (-73.96688041964651, 40.69334171173049), (-73.96784358653284, 40.6932298621464), (-73.96880989647165, 40.69312038239885), (-73.96983118539578, 40.693134243471555), (-73.97085933749891, 40.69317202398441), (-73.97187261938363, 40.69320985416578), (-73.97286187687035, 40.693248416264574), (-73.97332950023187, 40.693258036281634), (-73.97355943351673, 40.69326225859204), (-73.97385472502394, 40.693286559060404), (-73.9742198118466, 40.69330016708117), (-73.97498560836267, 40.6933286934399), (-73.97584815862238, 40.6933608184589), (-73.97643262022547, 40.69338366136941), (-73.97708387135316, 40.693409111304774), (-73.97722584076543, 40.69341465867625), (-73.97782679465377, 40.693438138895864), (-73.97839264153042, 40.693459326328146), (-73.97916718471078, 40.69348832271875), (-73.98011299221449, 40.69352388003441), (-73.98098333196738, 40.6935566169112), (-73.98147150314745, 40.693574935414254), (-73.98154757038635, 40.69357778957021), (-73.98175316942715, 40.693583385433236), (-73.98175889043786, 40.692955172537104), (-73.98177533905785, 40.69246763606434), (-73.98179025883418, 40.692025415985896), (-73.9824235766694, 40.692049261129625), (-73.9825400709122, 40.692051069563085), (-73.9826353330629, 40.69205732554525), (-73.98255269799863, 40.69189857646486), (-73.98242137786201, 40.691646299052714), (-73.98217541205402, 40.69117377121744)]"
ALBANY,MetroTech,"(-73.93753114689092, 40.67358374466562)",0.051864382876687314,"[(-73.93753114689092, 40.67358374466562), (-73.93796883730933, 40.67392857048269), (-73.93806258654983, 40.67447201037741), (-73.9380455117731, 40.67456885722263), (-73.93832822275243, 40.67458578836197), (-73.93889518673745, 40.67459873386308), (-73.93986130661446, 40.6746502305056), (-73.94054995194892, 40.674686933057394), (-73.94169393104838, 40.6747478980185), (-73.94446183290735, 40.67490674942093), (-73.94722949801047, 40.675052710701735), (-73.9500010746609, 40.67520429851853), (-73.95276824054018, 40.675354467309674), (-73.95336353571741, 40.67538563393351), (-73.95606852811837, 40.67592768261201), (-73.95713904447005, 40.6761532688271), (-73.95943262736816, 40.676633273309356), (-73.96254635403518, 40.67728661704681), (-73.96370853912029, 40.67752631022366), (-73.96565862799132, 40.67793903820834), (-73.9685421429518, 40.67854305476899), (-73.97170947296252, 40.679205160705706), (-73.97431048177958, 40.679734823071264), (-73.97469118373272, 40.68026661630215), (-73.97514316788867, 40.68087190530677), (-73.97583405737363, 40.681835629753074), (-73.9763162849723, 40.68250861208768), (-73.97656872355915, 40.682827058540546), (-73.97666659450587, 40.68297221429609), (-73.97745722097207, 40.684052286608136), (-73.97804289613399, 40.68485661514016), (-73.97827416053144, 40.68519595177164), (-73.97899402928158, 40.686156132375686), (-73.9790906578523, 40.68629386565138), (-73.97936297664793, 40.6866820002124), (-73.9795903772622, 40.68700390185284), (-73.97984055876042, 40.6873443310436), (-73.9801275616302, 40.68775000862219), (-73.9806497213983, 40.68845947705086), (-73.98073821131574, 40.68849715994997), (-73.98088524954767, 40.68869954812313), (-73.98096735562555, 40.6888471326716), (-73.98101786866417, 40.68893792700484), (-73.98105046628324, 40.68899636143884), (-73.98116375021851, 40.68919943104529), (-73.98157420406756, 40.689935182640546), (-73.98157827161137, 40.68994273844509), (-73.98159963670261, 40.689986930580886), (-73.98217541205402, 40.69117377121744)]"
ALBANY II,MetroTech,"(-73.93760573701209, 40.67506741770622)",0.05072656473133834,"[(-73.93760573701209, 40.67506741770622), (-73.9378305198489, 40.67512522021523), (-73.93795019787467, 40.67520343302249), (-73.93797459296539, 40.67524996295066), (-73.93800871252763, 40.67535231820821), (-73.9380755324414, 40.675437879142024), (-73.93814395171164, 40.67544142163284), (-73.93829299986537, 40.67545226164337), (-73.93836996623352, 40.67545785945876), (-73.93884149817444, 40.6754921517155), (-73.94101601001834, 40.67560975940683), (-73.94160932453488, 40.675643183294284), (-73.94417497384019, 40.67578294159325), (-73.94437627664855, 40.67579390460655), (-73.94474985451777, 40.675814202180725), (-73.94714602451091, 40.67594185055536), (-73.94991530388162, 40.67609615832595), (-73.95268708542687, 40.67624508815783), (-73.95307012816906, 40.67625192687851), (-73.95575001055354, 40.676807435428316), (-73.9568323840106, 40.677025636363005), (-73.95912340007979, 40.67751364258668), (-73.96222841240548, 40.67816620771961), (-73.96390202128622, 40.67851632486262), (-73.96534103219739, 40.678818124869), (-73.9657871403893, 40.6789114252259), (-73.96739831504436, 40.67924837054845), (-73.96822664475715, 40.67941909770648), (-73.9713941516113, 40.68008285908816), (-73.97410448721834, 40.680649672443906), (-73.97450395883645, 40.68073320332451), (-73.97514316788867, 40.68087190530677), (-73.97583405737363, 40.681835629753074), (-73.9763162849723, 40.68250861208768), (-73.97656872355915, 40.682827058540546), (-73.97666659450587, 40.68297221429609), (-73.97745722097207, 40.684052286608136), (-73.97804289613399, 40.68485661514016), (-73.97827416053144, 40.68519595177164), (-73.97899402928158, 40.686156132375686), (-73.9790906578523, 40.68629386565138), (-73.97936297664793, 40.6866820002124), (-73.9795903772622, 40.68700390185284), (-73.97984055876042, 40.6873443310436), (-73.9801275616302, 40.68775000862219), (-73.9806497213983, 40.68845947705086), (-73.98073821131574, 40.68849715994997), (-73.98088524954767, 40.68869954812313), (-73.98096735562555, 40.6888471326716), (-73.98101786866417, 40.68893792700484), (-73.98105046628324, 40.68899636143884), (-73.98116375021851, 40.68919943104529), (-73.98157420406756, 40.689935182640546), (-73.98157827161137, 40.68994273844509), (-73.98159963670261, 40.689986930580886), (-73.98217541205402, 40.69117377121744)]"
ATLANTIC TERMINAL SITE 4B,MetroTech,"(-73.97078728547517, 40.682787801570164)",0.01533543753357564,"[(-73.97078728547517, 40.682787801570164), (-73.97081371590703, 40.68292324245692), (-73.97082526735734, 40.682982435403815), (-73.97083104781161, 40.68301205457783), (-73.97087172960626, 40.683220519316464), (-73.97093864822119, 40.68352062105759), (-73.9712392213219, 40.68502748689514), (-73.97231249552347, 40.68545823415854), (-73.97276482726946, 40.68564129207933), (-73.97307314853371, 40.685763053469856), (-73.97337475185097, 40.68588481532597), (-73.97443995690084, 40.68630969378093), (-73.97551988364894, 40.68675683558737), (-73.97560651497942, 40.68679075351445), (-73.97620585763488, 40.687025404805134), (-73.97659268576257, 40.687184541468994), (-73.97749777956807, 40.687535111842095), (-73.97781222623732, 40.68765975791587), (-73.97834701340841, 40.68787174304659), (-73.97883579241774, 40.688070870387136), (-73.9792854294168, 40.68825404819833), (-73.98025764142336, 40.6886382432007), (-73.98057426141153, 40.688762197061145), (-73.98083375264186, 40.68886378400526), (-73.98092822918841, 40.68890247677119), (-73.98101786866417, 40.68893792700484), (-73.98105046628324, 40.68899636143884), (-73.98116375021851, 40.68919943104529), (-73.98157420406756, 40.689935182640546), (-73.98157827161137, 40.68994273844509), (-73.98159963670261, 40.689986930580886), (-73.98217541205402, 40.69117377121744)]"
BAY VIEW,MetroTech,"(-73.88574662884832, 40.633625770904615)",0.12441580501237748,"[(-73.88574662884832, 40.633625770904615), (-73.88593257874223, 40.633889258199325), (-73.8860590150166, 40.63382374044145), (-73.88618161086626, 40.63375411547505), (-73.88630013657792, 40.63368051376641), (-73.88641436989637, 40.633603073074816), (-73.88652409694453, 40.63352193867498), (-73.88662911212971, 40.6334372625986), (-73.8871892350938, 40.63288976011076), (-73.88708169164907, 40.63276096116949), (-73.88781327035665, 40.63222612050264), (-73.88786602079406, 40.632274277161066), (-73.88808700721233, 40.63247601828638), (-73.88817150615291, 40.632435919408536), (-73.88825492561283, 40.63238367995367), (-73.8889825190969, 40.631928100546425), (-73.89028361382972, 40.63145584677357), (-73.89208661798516, 40.63218592995805), (-73.89215594502167, 40.632214001280595), (-73.89224728373779, 40.63224797344912), (-73.8931896998624, 40.632598452336026), (-73.89407282488624, 40.632955623290606), (-73.89476028051652, 40.6334057308402), (-73.89549739494444, 40.633876213520246), (-73.89587370017037, 40.634102783112745), (-73.89620963093341, 40.63432017567002), (-73.89646709391263, 40.63448036699442), (-73.89696136360932, 40.6347909676666), (-73.89892907335528, 40.63632654178219), (-73.89993513402852, 40.63715650335015), (-73.90083767456815, 40.63790102404704), (-73.9023405862147, 40.63914214483672), (-73.90274756434468, 40.63947205310036), (-73.90331661016883, 40.639955931213876), (-73.90462641561449, 40.64110236830927), (-73.90535273885695, 40.641730602918486), (-73.9063216846757, 40.64256122443777), (-73.90683418787586, 40.64300024459539), (-73.90749179450724, 40.64356400787441), (-73.90802342728631, 40.64401706219957), (-73.90905596392412, 40.64489835627751), (-73.90989018939479, 40.64561495191044), (-73.91054245648995, 40.646174512014156), (-73.91153614785829, 40.64702227194949), (-73.91175515870415, 40.6472235533515), (-73.91184864352361, 40.647463505090435), (-73.91195991666055, 40.647699444658166), (-73.91208848183805, 40.647930219698765), (-73.91223369132537, 40.648154757981246), (-73.91325294190813, 40.64906142549382), (-73.9148356282795, 40.650484138737525), (-73.91665346867673, 40.65211674984363), (-73.9184729402964, 40.65374496487499), (-73.91897934991685, 40.65420186684707), (-73.9195900059816, 40.65422902300741), (-73.92004851396612, 40.654243192200745), (-73.92026061763661, 40.65424975125177), (-73.9210895644112, 40.65427200730888), (-73.92147991099583, 40.65429647357128), (-73.92169400182325, 40.654350000054464), (-73.92177652976464, 40.654424204878495), (-73.9218815822772, 40.65451862382214), (-73.92200416438244, 40.65462880405361), (-73.92200618401615, 40.654630615230595), (-73.92213639671203, 40.654747356710686), (-73.92300719231595, 40.65547332251443), (-73.92330598786687, 40.65580185564768), (-73.92359855338475, 40.65605314196019), (-73.92407695035148, 40.656484085942346), (-73.92465429162135, 40.657007125879844), (-73.92521808129767, 40.657496375032366), (-73.92540699914349, 40.6576799693577), (-73.92623943154842, 40.65841870476679), (-73.92641191125352, 40.6585867349034), (-73.92725505391624, 40.65933756357778), (-73.92776202920263, 40.65979159380903), (-73.92819257918781, 40.660177173537974), (-73.92882287784619, 40.660745233099234), (-73.929051891711, 40.660950178518156), (-73.92943250161423, 40.6612940859708), (-73.93046273017903, 40.66221668003198), (-73.93107764403322, 40.662788167013765), (-73.93160218672786, 40.66323044440062), (-73.93160743401081, 40.66355672279624), (-73.93237940108233, 40.66349778931), (-73.93439127789703, 40.66360273061174), (-73.93489688339332, 40.66363011435589), (-73.93715847223591, 40.66375259953473), (-73.93944250665116, 40.66387745726219), (-73.93992612669055, 40.66390388826375), (-73.94269628960099, 40.66405512923562), (-73.94408198675569, 40.664128572936896), (-73.94489227687096, 40.66417414308394), (-73.945462936545, 40.66422610413661), (-73.94816604175278, 40.66408182197882), (-73.94822169299826, 40.66440263754286), (-73.94956378042826, 40.66447241147063), (-73.95051295040464, 40.66537773452862), (-73.95091869716786, 40.66539926867885), (-73.952305566063, 40.66547356803159), (-73.9536891603368, 40.66554919141094), (-73.95418982095346, 40.6655771460655), (-73.954974628444, 40.665620950699406), (-73.95591006028732, 40.66567193126318), (-73.95685966362294, 40.66572009925324), (-73.95863000753327, 40.66605987504566), (-73.95956195057559, 40.66626260632277), (-73.96054753374466, 40.66646747237091), (-73.96066513872759, 40.666491917612504), (-73.96072602933819, 40.66650493272193), (-73.9616162763692, 40.66669521525787), (-73.96180658736256, 40.667681226401385), (-73.96199657578569, 40.66866286938639), (-73.96211021086793, 40.66919569719094), (-73.96219447182031, 40.669641029792636), (-73.96252326596903, 40.67137973874267), (-73.96254108164965, 40.67146011871144), (-73.96257123150735, 40.67162224488755), (-73.96275778218161, 40.671658649588174), (-73.96300950951645, 40.671704191305324), (-73.96325972580154, 40.67175432911175), (-73.96350828632062, 40.67180903401019), (-73.96375504731404, 40.67186827436187), (-73.9639998664713, 40.67193201568815), (-73.96424260179083, 40.67200022134995), (-73.96448311287833, 40.672072851899905), (-73.96472126062461, 40.672149865331434), (-73.9650551980054, 40.672262438367355), (-73.96539285142386, 40.67236839180967), (-73.9657339945568, 40.67246765463447), (-73.96607839873869, 40.67256016030253), (-73.96642583338961, 40.67264584645756), (-73.96677606533528, 40.67272465599928), (-73.96712885980905, 40.67279653609826), (-73.96748398032403, 40.67286143857013), (-73.967677906108, 40.67288820394952), (-73.9678729516602, 40.672909742443), (-73.96806887402282, 40.67292602722113), (-73.96826542951385, 40.67293703792572), (-73.96846237292225, 40.672942760894706), (-73.9686594589239, 40.672943188999234), (-73.96877444116893, 40.672942367212165), (-73.96888104104282, 40.67298035303936), (-73.96902497374796, 40.67300887445677), (-73.96944110577272, 40.67310050802629), (-73.96956354884558, 40.67322225044289), (-73.96955889590107, 40.673391783667256), (-73.96956309867679, 40.673435803715144), (-73.96957632848287, 40.67363957664161), (-73.96959365039127, 40.6739059852653), (-73.96960279046348, 40.674046803000024), (-73.9696196070695, 40.67410929794557), (-73.96963992851101, 40.6741711862758), (-73.9696637175436, 40.674232353851764), (-73.96969093024535, 40.67429268836221), (-73.96972991886082, 40.674349909736236), (-73.96977702100938, 40.67440347634595), (-73.96983165276306, 40.674452724101904), (-73.96989313684148, 40.6744970424559), (-73.96996071100807, 40.67453588197084), (-73.97025915147492, 40.67465845330429), (-73.97052657426906, 40.674759419579026), (-73.9707815427438, 40.67485465965482), (-73.97104919104342, 40.67523711280266), (-73.97142292848707, 40.67575463315384), (-73.97188596838825, 40.67639465297697), (-73.97244492512222, 40.67716200860371), (-73.9727161502031, 40.67752281068692), (-73.97305251679812, 40.67799867687744), (-73.97350883353779, 40.67863912046683), (-73.97431048177958, 40.679734823071264), (-73.97469118373272, 40.68026661630215), (-73.97514316788867, 40.68087190530677), (-73.97583405737363, 40.681835629753074), (-73.9763162849723, 40.68250861208768), (-73.97656872355915, 40.682827058540546), (-73.97666659450587, 40.68297221429609), (-73.97745722097207, 40.684052286608136), (-73.97804289613399, 40.68485661514016), (-73.97827416053144, 40.68519595177164), (-73.97899402928158, 40.686156132375686), (-73.9790906578523, 40.68629386565138), (-73.97936297664793, 40.6866820002124), (-73.9795903772622, 40.68700390185284), (-73.97984055876042, 40.6873443310436), (-73.9801275616302, 40.68775000862219), (-73.9806497213983, 40.68845947705086), (-73.98073821131574, 40.68849715994997), (-73.98088524954767, 40.68869954812313), (-73.98096735562555, 40.6888471326716), (-73.98101786866417, 40.68893792700484), (-73.98105046628324, 40.68899636143884), (-73.98116375021851, 40.68919943104529), (-73.98157420406756, 40.689935182640546), (-73.98157827161137, 40.68994273844509), (-73.98159963670261, 40.689986930580886), (-73.98217541205402, 40.69117377121744)]"
BEDFORD-STUYVESANT REHAB,MetroTech,"(-73.94211504270801, 40.694686309952104)",0.043683338093503325,"[(-73.94211504270801, 40.694686309952104), (-73.94219781222604, 40.69467685291669), (-73.94228385959545, 40.69466702153418), (-73.94236201437542, 40.69465809145292), (-73.94324249086142, 40.69455748523082), (-73.94607851790637, 40.694230243103505), (-73.94891392355686, 40.69390486625737), (-73.95219356007087, 40.69352604308183), (-73.9521724589935, 40.69341890924998), (-73.95309815936389, 40.69330793275307), (-73.95398938753338, 40.69320527354255), (-73.95488041163341, 40.693101536514874), (-73.95582662835704, 40.69299238288263), (-73.95677330306394, 40.692883933633944), (-73.95768095412613, 40.692778739593315), (-73.95727249178672, 40.690693477851745), (-73.95808563501855, 40.69060146372557), (-73.95818048749973, 40.6905907299032), (-73.95857844775968, 40.69054569435504), (-73.95886713625468, 40.690512247512245), (-73.9589933049186, 40.69049762936288), (-73.95928133730644, 40.69046425696959), (-73.95934862389824, 40.69045646091085), (-73.95942791386612, 40.690447274211564), (-73.95957591913164, 40.69042998753883), (-73.96008336800442, 40.69037071570725), (-73.96013760800489, 40.690364379856305), (-73.96029281668113, 40.69034624991546), (-73.96225625503376, 40.690121719371845), (-73.9625095821169, 40.69009254786233), (-73.96332152157777, 40.68999904488802), (-73.96426789357916, 40.68988925479781), (-73.96518769032984, 40.689782357332795), (-73.96613499065049, 40.68967258835395), (-73.9671153900809, 40.68956105563514), (-73.968077873692, 40.68945226609208), (-73.96910362465526, 40.68946752150563), (-73.97013154197022, 40.68950630745619), (-73.97114274484684, 40.689543819725365), (-73.97213590706251, 40.689581922510854), (-73.97312638438811, 40.689621888552196), (-73.97410905461525, 40.689662582773), (-73.97510566428183, 40.68969750867364), (-73.97610195483882, 40.68973652259345), (-73.97709802164339, 40.68977293468538), (-73.97723449088501, 40.689778329510695), (-73.97793940900245, 40.689806193434435), (-73.97862545986081, 40.68983894066897), (-73.9795102976791, 40.68986299974184), (-73.98042941142172, 40.689900413971934), (-73.98139773209193, 40.68992867043448), (-73.98147315194083, 40.68993120958533), (-73.98157420406756, 40.689935182640546), (-73.98157827161137, 40.68994273844509), (-73.98159963670261, 40.689986930580886), (-73.98217541205402, 40.69117377121744)]"
BORINQUEN PLAZA I,MetroTech,"(-73.94273448447798, 40.70447330641363)",0.04838319113328705,"[(-73.94273448447798, 40.70447330641363), (-73.94261480187355, 40.70376360733348), (-73.94381088094927, 40.703641283559946), (-73.94389662352738, 40.703632514123726), (-73.94433145517847, 40.70358803987938), (-73.94590914056327, 40.70342152222081), (-73.94625107780892, 40.703208747453594), (-73.94690741142729, 40.70278411829899), (-73.94874709821768, 40.70159424138512), (-73.95028970764882, 40.70059342249505), (-73.95050337224563, 40.70047012639676), (-73.95075605650158, 40.700444651360705), (-73.95217636731354, 40.700291505476834), (-73.95381951700156, 40.70010798562155), (-73.95412242201579, 40.70007225726335), (-73.95589547071299, 40.69986309530294), (-73.957167301054, 40.69970786791905), (-73.95749109763665, 40.69965810939924), (-73.95779350576453, 40.69961163655085), (-73.95901842862953, 40.69941236342523), (-73.95982454150393, 40.69928424350307), (-73.95994766528158, 40.69926465540125), (-73.96049910238524, 40.699176946926734), (-73.9616006843772, 40.69899724431258), (-73.9617054857006, 40.69880246225694), (-73.96179054224719, 40.69860153250022), (-73.96179622610603, 40.69858342720012), (-73.96185500176801, 40.69839620077267), (-73.96189837824271, 40.69818833202896), (-73.96194070436897, 40.697911681734574), (-73.962075952379, 40.697664139618205), (-73.96222629424169, 40.6974212128094), (-73.9623913030163, 40.697183702225594), (-73.96257043448361, 40.6969523740648), (-73.96277661384326, 40.696738227093576), (-73.9629243215128, 40.69658578218298), (-73.96308453044088, 40.69644012159176), (-73.96325637640844, 40.69630211914991), (-73.96340368924913, 40.696197562520055), (-73.96343332624377, 40.6961764459052), (-73.9635950454524, 40.69607468779373), (-73.96391648439908, 40.695912802646426), (-73.96400377559789, 40.695880414674605), (-73.96409447659069, 40.69585400655081), (-73.96418788187668, 40.69583378368467), (-73.96428326513461, 40.69581990323027), (-73.9643798842554, 40.695812473328246), (-73.96447698770666, 40.69581155177055), (-73.96467067998287, 40.69578611691259), (-73.9654217751885, 40.695709427191055), (-73.96581534817017, 40.69572023619303), (-73.9658917404737, 40.695722333349295), (-73.96637441932435, 40.69573558724753), (-73.96736925277602, 40.695782187210725), (-73.96769757697724, 40.695794471967616), (-73.968363039094, 40.6958193674377), (-73.96935567905555, 40.69585472897989), (-73.96958288703016, 40.69586200365024), (-73.97038118995984, 40.69588755975637), (-73.97142282113742, 40.695934866293996), (-73.97146642711401, 40.69593657768321), (-73.97242373355162, 40.695974147690556), (-73.97335094388346, 40.696008819959516), (-73.97342363011988, 40.69601153764269), (-73.97440433569535, 40.69605370324225), (-73.97518543698637, 40.69608627744217), (-73.9752346368555, 40.69608829401187), (-73.97639399247812, 40.69613579861238), (-73.97711893221494, 40.69616620715708), (-73.97737681972643, 40.69617702377976), (-73.97852075093449, 40.69622897958249), (-73.97852633666133, 40.69615160662056), (-73.97887322102333, 40.69615934909972), (-73.97948940329722, 40.696171365220124), (-73.97953664759763, 40.69617228598377), (-73.97998989229508, 40.69620029030679), (-73.98004788151978, 40.69617783490339), (-73.98010204214651, 40.69615039442112), (-73.9801516377817, 40.696118341956385), (-73.98019599410281, 40.69608211331206), (-73.9802345081016, 40.69604220108069), (-73.98026665606012, 40.69599914791387), (-73.98029200089196, 40.69595353918314), (-73.98031019801152, 40.69590599500552), (-73.98028186762001, 40.69563211127245), (-73.98025366044364, 40.695457259658106), (-73.98072810271351, 40.69547600849153), (-73.98075195744902, 40.694645225920944), (-73.98094152520167, 40.69416429394303), (-73.98095058965436, 40.694032460448824), (-73.98098333196738, 40.6935566169112), (-73.98147150314745, 40.693574935414254), (-73.98154757038635, 40.69357778957021), (-73.98175316942715, 40.693583385433236), (-73.98175889043786, 40.692955172537104), (-73.98177533905785, 40.69246763606434), (-73.98179025883418, 40.692025415985896), (-73.9824235766694, 40.692049261129625), (-73.9825400709122, 40.692051069563085), (-73.9826353330629, 40.69205732554525), (-73.98255269799863, 40.69189857646486), (-73.98242137786201, 40.691646299052714), (-73.98217541205402, 40.69117377121744)]"
BORINQUEN PLAZA II,MetroTech,"(-73.94073750255133, 40.70538244256799)",0.05109160376793359,"[(-73.94073750255133, 40.70538244256799), (-73.94075134862865, 40.70538115253296), (-73.94101604116143, 40.705357353029875), (-73.94105109786162, 40.705354198694245), (-73.94111355358179, 40.70534857796084), (-73.94115644042601, 40.70534485398558), (-73.94117684700794, 40.70545461866369), (-73.94119222248649, 40.70553731809397), (-73.94121164083091, 40.70564176243334), (-73.94123140169062, 40.705748048233815), (-73.94128469455269, 40.706040246301015), (-73.94203216125828, 40.70597247091709), (-73.94220069079408, 40.7059573096889), (-73.94296619394878, 40.70588843999237), (-73.9446872461171, 40.705739443763036), (-73.94626465977882, 40.705604213687984), (-73.94798146383806, 40.70544151795298), (-73.94931204593519, 40.70528926013331), (-73.94983788658885, 40.70522902156309), (-73.9502369375795, 40.705473246151975), (-73.95190087144915, 40.70441750057097), (-73.9538119690652, 40.70318097979548), (-73.95572361014882, 40.70194576955725), (-73.95706293908644, 40.70107812674615), (-73.95745736438904, 40.700822602682294), (-73.95923853782308, 40.69966834937608), (-73.95982454150393, 40.69928424350307), (-73.95994766528158, 40.69926465540125), (-73.96049910238524, 40.699176946926734), (-73.9616006843772, 40.69899724431258), (-73.9617054857006, 40.69880246225694), (-73.96179054224719, 40.69860153250022), (-73.96179622610603, 40.69858342720012), (-73.96185500176801, 40.69839620077267), (-73.96189837824271, 40.69818833202896), (-73.96194070436897, 40.697911681734574), (-73.962075952379, 40.697664139618205), (-73.96222629424169, 40.6974212128094), (-73.9623913030163, 40.697183702225594), (-73.96257043448361, 40.6969523740648), (-73.96277661384326, 40.696738227093576), (-73.9629243215128, 40.69658578218298), (-73.96308453044088, 40.69644012159176), (-73.96325637640844, 40.69630211914991), (-73.96340368924913, 40.696197562520055), (-73.96343332624377, 40.6961764459052), (-73.9635950454524, 40.69607468779373), (-73.96391648439908, 40.695912802646426), (-73.96400377559789, 40.695880414674605), (-73.96409447659069, 40.69585400655081), (-73.96418788187668, 40.69583378368467), (-73.96428326513461, 40.69581990323027), (-73.9643798842554, 40.695812473328246), (-73.96447698770666, 40.69581155177055), (-73.96467067998287, 40.69578611691259), (-73.9654217751885, 40.695709427191055), (-73.96581534817017, 40.69572023619303), (-73.9658917404737, 40.695722333349295), (-73.96637441932435, 40.69573558724753), (-73.96736925277602, 40.695782187210725), (-73.96769757697724, 40.695794471967616), (-73.968363039094, 40.6958193674377), (-73.96935567905555, 40.69585472897989), (-73.96958288703016, 40.69586200365024), (-73.97038118995984, 40.69588755975637), (-73.97142282113742, 40.695934866293996), (-73.97146642711401, 40.69593657768321), (-73.97242373355162, 40.695974147690556), (-73.97335094388346, 40.696008819959516), (-73.97342363011988, 40.69601153764269), (-73.97440433569535, 40.69605370324225), (-73.97518543698637, 40.69608627744217), (-73.9752346368555, 40.69608829401187), (-73.97639399247812, 40.69613579861238), (-73.97711893221494, 40.69616620715708), (-73.97737681972643, 40.69617702377976), (-73.97852075093449, 40.69622897958249), (-73.97852633666133, 40.69615160662056), (-73.97887322102333, 40.69615934909972), (-73.97948940329722, 40.696171365220124), (-73.97953664759763, 40.69617228598377), (-73.97998989229508, 40.69620029030679), (-73.98004788151978, 40.69617783490339), (-73.98010204214651, 40.69615039442112), (-73.9801516377817, 40.696118341956385), (-73.98019599410281, 40.69608211331206), (-73.9802345081016, 40.69604220108069), (-73.98026665606012, 40.69599914791387), (-73.98029200089196, 40.69595353918314), (-73.98031019801152, 40.69590599500552), (-73.98028186762001, 40.69563211127245), (-73.98025366044364, 40.695457259658106), (-73.98072810271351, 40.69547600849153), (-73.98075195744902, 40.694645225920944), (-73.98094152520167, 40.69416429394303), (-73.98095058965436, 40.694032460448824), (-73.98098333196738, 40.6935566169112), (-73.98147150314745, 40.693574935414254), (-73.98154757038635, 40.69357778957021), (-73.98175316942715, 40.693583385433236), (-73.98175889043786, 40.692955172537104), (-73.98177533905785, 40.69246763606434), (-73.98179025883418, 40.692025415985896), (-73.9824235766694, 40.692049261129625), (-73.9825400709122, 40.692051069563085), (-73.9826353330629, 40.69205732554525), (-73.98255269799863, 40.69189857646486), (-73.98242137786201, 40.691646299052714), (-73.98217541205402, 40.69117377121744)]"
